taue,taui,alpha,speed,gei,gii,tauC,r_tot,r_psd,r_sp,sub,flag,status,success
1.154630716056965412e+01,4.771472732676998163e+01,8.931920060935710781e-01,2.985513851087891357e+00,5.443497853711130041e+00,1.000000000000000000e+01,6.831307528617175606e+00,1.552276043262089456e+00,9.020598171510828545e-01,6.502162261110066011e-01,1.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.777121814051806226e+01,5.000000000000000000e+00,1.000000000000000000e+00,2.702529918496014538e+00,5.726112445202110379e+00,7.328915683656313185e+00,1.110975209314016254e+01,1.482734761088598141e+00,9.027559305761271302e-01,5.799788305124710108e-01,1.100000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.588143633025584833e+01,5.018552526877451925e+01,1.000000000000000000e+00,3.061481898871520446e+00,3.085736949336344903e+00,1.000000000000000000e+01,6.889532300342139592e+00,1.492354424450020645e+00,9.212169903918976388e-01,5.711374340581228948e-01,1.200000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.149349401366638901e+01,2.191669713164558431e+01,1.000000000000000000e+00,5.299999999999999822e+00,6.416708145800311680e-01,1.000000000000000000e+01,1.370034383082708374e+01,1.533973471522074083e+00,9.220297271019988194e-01,6.119437444200752640e-01,1.300000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.451423467492938535e+01,7.653875957500849836e+01,1.000000000000000056e-01,5.094599962209674260e+00,9.393920514863581817e-01,1.000000000000000000e+01,2.361858590763141308e+01,1.317283694350540380e+00,8.906176389414577343e-01,4.266660554090827562e-01,1.400000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.138761125127711438e+00,4.207673862114361896e+01,1.000000000000000000e+00,5.299999999999999822e+00,5.000000000000000000e-01,4.153404437765275681e+00,1.601836531305637124e+01,1.501158716404715765e+00,9.101195168798457136e-01,5.910391995248700514e-01,1.500000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.330726951382210643e+00,1.821470667350903128e+01,9.199649303159278535e-01,5.299999999999999822e+00,2.727093789380174105e+00,1.000000000000000000e+01,2.709516470969400714e+01,1.564060547698109094e+00,9.210597387695202976e-01,6.430008089285889072e-01,1.600000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.325001981500996351e+00,8.633064142953776354e+01,1.000000000000000056e-01,2.728851467795866625e+00,5.000000000000000000e-01,8.660985551906192015e+00,1.921682861796002229e+01,1.466340457100396399e+00,9.170619684984006037e-01,5.492784886019957957e-01,1.700000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.854149860156800145e+01,2.095233569769849424e+01,1.000000000000000000e+00,5.299999999999999822e+00,4.307785563288542896e+00,1.000000000000000000e+01,1.403312764913967570e+01,1.413545245792240834e+00,8.750431954811848101e-01,5.385020503110559131e-01,1.800000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.374426954114543520e+00,2.000000000000000000e+02,1.000000000000000000e+00,5.299999999999999822e+00,5.363904399563262260e+00,5.000000000000000000e-01,1.423147131241267083e+01,1.437599917710822517e+00,9.093507808174061680e-01,5.282491368934162379e-01,1.900000000000000000e+01,4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.192895401948220879e+01,2.011283919067569670e+01,1.000000000000000056e-01,2.710781257064938110e+00,1.697666455988789735e+00,7.941893723394598759e+00,3.000000000000000000e+01,1.512914926876780974e+00,9.328647509973023721e-01,5.800501758794787133e-01,2.000000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.780410586976130105e+01,5.424342043653551571e+01,1.000000000000000056e-01,5.111984354995183999e+00,3.178538579249197582e+00,1.000000000000000000e+01,6.710084811770562929e+00,1.380983838010513054e+00,8.568399712362546605e-01,5.241438667742582824e-01,2.100000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.715220635893445689e+01,5.491313862803629320e+01,3.912159877922576912e-01,3.053298859690262823e+00,3.120915928126992700e+00,1.000000000000000000e+01,7.264497901589174411e+00,1.480156539806779303e+00,9.144168051920700258e-01,5.657397346147092776e-01,2.200000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.428877624442532834e+01,1.927856353610958990e+02,1.000000000000000000e+00,5.299999999999999822e+00,4.249630690874141692e+00,5.000000000000000000e-01,1.544243368458090337e+01,1.445414274829083023e+00,9.188847066071321734e-01,5.265295682219508500e-01,2.300000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.820409742910890571e+01,5.151742505058438582e+01,3.273710677654029233e-01,3.019202480749016093e+00,2.738866237310306762e+00,9.298684053956620232e+00,5.631770958986985320e+00,1.483501993685715448e+00,8.074823704774376498e-01,6.760196232082779089e-01,2.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.122445416858891321e+01,7.129155852693962458e+01,1.000000000000000056e-01,3.083510111162837131e+00,8.081707088047497933e+00,5.000000000000000000e-01,2.370368966594218563e+01,1.475705399949608587e+00,8.758700804520020977e-01,5.998353194976066005e-01,2.500000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.958151088915627014e+01,6.509786054160761637e+01,4.063786994506249362e-01,3.044384055308270387e+00,3.198359365638886231e+00,1.000000000000000000e+01,7.713872709596206079e+00,1.507508964023005049e+00,9.157261856996827820e-01,5.917827783233223782e-01,2.600000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.739631472281078572e+01,1.608712764257167009e+02,1.000000000000000056e-01,2.740040051121052755e+00,4.661035815100540880e+00,2.342501958380130311e+00,3.000000000000000000e+01,1.392058607345748600e+00,9.050459710142619851e-01,4.870126363314865592e-01,2.700000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.468386232313943829e+00,2.000000000000000000e+02,1.000000000000000056e-01,3.069817000803516382e+00,6.308452070878320939e+00,5.000000000000000000e-01,1.692362029710598748e+01,1.421851821347869915e+00,9.047264356235853455e-01,5.171253857242845697e-01,2.800000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.545802479206457924e+01,2.299331567385551978e+01,1.000000000000000056e-01,2.692595522583740131e+00,5.000000000000000000e-01,8.816245492108851778e+00,3.000000000000000000e+01,1.560438745352374035e+00,9.406816017956939335e-01,6.197571435566801012e-01,2.900000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.040699060911068230e+00,4.548692729615908092e+01,1.000000000000000000e+00,1.702177132754530753e+00,5.000000000000000000e-01,2.419717024718949450e+00,1.521281448575743944e+01,1.658740787820563334e+00,9.360422162883008657e-01,7.226985715322623571e-01,3.000000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.839341970529280168e+00,2.605149926909848546e+01,1.000000000000000000e+00,5.299999999999999822e+00,1.328790719457252800e+00,8.258779979049780673e-01,1.435208084635262793e+01,1.391461743342415236e+00,9.103046052403256372e-01,4.811571381020897098e-01,3.100000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.150435132882984490e+01,5.000000000000000000e+00,1.000000000000000056e-01,2.864233167639247402e+00,4.845778093824698374e+00,7.958219945096568715e+00,3.000000000000000000e+01,1.436774516487881570e+00,8.725026462748826095e-01,5.642718702129988495e-01,3.200000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.193058725865491887e+00,2.000000000000000000e+02,1.000000000000000000e+00,1.699999999999999956e+00,5.034067069925407090e+00,5.000000000000000000e-01,1.505125209079611537e+01,1.530049131093411896e+00,9.155913487612569179e-01,6.144577823321549781e-01,3.300000000000000000e+01,4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.000000000000000000e+01,3.186872590322547794e+01,1.000000000000000000e+00,5.299999999999999822e+00,6.164132095344627693e+00,1.000000000000000000e+01,1.617137920188712030e+01,1.492654723866449595e+00,8.865546178436664038e-01,6.061001060227831916e-01,3.400000000000000000e+01,4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.163920568594683402e+01,1.905713307197940409e+01,1.000000000000000056e-01,2.707498368294430691e+00,5.000000000000000000e-01,9.357116969286998653e+00,1.299604953098304527e+01,1.472277962792228667e+00,9.045329222486399035e-01,5.677450405435887637e-01,3.500000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
